run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	submitted_aspera	sra_ftp	sample_title
ERR5911574	SAMEA8726273	ERX5552701	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911574/ERR5911574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911574/ERR5911574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911574/23723_5#243.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911574/23723_5#243.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911574/23723_5#243.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911574/23723_5#243.cram.crai		4472STDY7067100
ERR5911575	SAMEA8726281	ERX5552702	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#244	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911575/ERR5911575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911575/ERR5911575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911575/23723_5#244.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911575/23723_5#244.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911575/23723_5#244.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911575/23723_5#244.cram.crai		4472STDY7067108
ERR5911577	SAMEA8726297	ERX5552704	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#246	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911577/ERR5911577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911577/ERR5911577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911577/23723_5#246.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911577/23723_5#246.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911577/23723_5#246.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911577/23723_5#246.cram.crai		4472STDY7067124
ERR5911578	SAMEA8726343	ERX5552705	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#247	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911578/ERR5911578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911578/ERR5911578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911578/23723_5#247.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911578/23723_5#247.cram		4472STDY7067170
ERR5911579	SAMEA8726305	ERX5552706	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911579/ERR5911579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911579/ERR5911579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911579/23723_5#248.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911579/23723_5#248.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911579/23723_5#248.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911579/23723_5#248.cram.crai		4472STDY7067132
ERR5911580	SAMEA8726313	ERX5552707	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#249	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911580/ERR5911580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911580/ERR5911580_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911580/23723_5#249.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911580/23723_5#249.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911580/23723_5#249.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911580/23723_5#249.cram.crai		4472STDY7067140
ERR5911581	SAMEA8726321	ERX5552708	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911581/ERR5911581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911581/ERR5911581_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911581/23723_5#250.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911581/23723_5#250.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911581/23723_5#250.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911581/23723_5#250.cram.crai		4472STDY7067148
ERR5911582	SAMEA8726328	ERX5552709	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#251	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911582/ERR5911582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911582/ERR5911582_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911582/23723_5#251.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911582/23723_5#251.cram		4472STDY7067155
ERR5911583	SAMEA8726335	ERX5552710	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#252	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911583/ERR5911583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911583/ERR5911583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911583/23723_5#252.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911583/23723_5#252.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911583/23723_5#252.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911583/23723_5#252.cram.crai		4472STDY7067162
ERR5911587	SAMEA8726403	ERX5552714	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#256	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911587/ERR5911587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911587/ERR5911587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911587/23723_5#256.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911587/23723_5#256.cram		4472STDY7067202
ERR5911588	SAMEA8726411	ERX5552715	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911588/ERR5911588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911588/ERR5911588_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911588/23723_5#257.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911588/23723_5#257.cram		4472STDY7067210
ERR5911590	SAMEA8726427	ERX5552717	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911590/ERR5911590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911590/ERR5911590_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911590/23723_5#259.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911590/23723_5#259.cram		4472STDY7067226
ERR5911592	SAMEA8726385	ERX5552719	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911592/ERR5911592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911592/ERR5911592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911592/23723_5#261.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911592/23723_5#261.cram		4472STDY7067242
ERR5911593	SAMEA8726392	ERX5552720	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911593/ERR5911593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911593/ERR5911593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911593/23723_5#262.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911593/23723_5#262.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911593/23723_5#262.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911593/23723_5#262.cram.crai		4472STDY7067249
ERR5911594	SAMEA8726429	ERX5552721	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#263	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911594/ERR5911594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911594/ERR5911594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911594/23723_5#263.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911594/23723_5#263.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911594/23723_5#263.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911594/23723_5#263.cram.crai		4472STDY7067256
ERR5911595	SAMEA8726437	ERX5552722	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911595/ERR5911595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911595/ERR5911595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911595/23723_5#264.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911595/23723_5#264.cram		4472STDY7067264
ERR5911598	SAMEA8726274	ERX5552725	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911598/ERR5911598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911598/ERR5911598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911598/23723_5#267.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911598/23723_5#267.cram		4472STDY7067101
ERR5911599	SAMEA8726282	ERX5552726	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#268	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911599/ERR5911599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911599/ERR5911599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911599/23723_5#268.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911599/23723_5#268.cram		4472STDY7067109
ERR5911607	SAMEA8726336	ERX5552734	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911607/ERR5911607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911607/ERR5911607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911607/23723_5#276.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911607/23723_5#276.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911607/23723_5#276.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911607/23723_5#276.cram.crai		4472STDY7067163
ERR5911608	SAMEA8726352	ERX5552735	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911608/ERR5911608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911608/ERR5911608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911608/23723_5#277.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911608/23723_5#277.cram		4472STDY7067179
ERR5911612	SAMEA8726412	ERX5552739	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911612/ERR5911612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911612/ERR5911612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911612/23723_5#281.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911612/23723_5#281.cram		4472STDY7067211
ERR5911613	SAMEA8726420	ERX5552740	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911613/ERR5911613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911613/ERR5911613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911613/23723_5#282.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911613/23723_5#282.cram		4472STDY7067219
ERR5911614	SAMEA8726370	ERX5552741	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#283	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911614/ERR5911614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911614/ERR5911614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911614/23723_5#283.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911614/23723_5#283.cram		4472STDY7067227
ERR5911615	SAMEA8726378	ERX5552742	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#284	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911615/ERR5911615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911615/ERR5911615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911615/23723_5#284.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911615/23723_5#284.cram		4472STDY7067235
ERR5911619	SAMEA8726438	ERX5552746	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#288	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911619/ERR5911619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911619/ERR5911619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911619/23723_5#288.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911619/23723_5#288.cram		4472STDY7067265
ERR5911622	SAMEA8726276	ERX5552749	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#291	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911622/ERR5911622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911622/ERR5911622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911622/23723_5#291.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911622/23723_5#291.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911622/23723_5#291.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911622/23723_5#291.cram.crai		4472STDY7067102
ERR5911623	SAMEA8726284	ERX5552750	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911623/ERR5911623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911623/ERR5911623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911623/23723_5#292.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911623/23723_5#292.cram		4472STDY7067110
ERR5911624	SAMEA8726291	ERX5552751	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911624/ERR5911624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911624/ERR5911624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911624/23723_5#293.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911624/23723_5#293.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911624/23723_5#293.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911624/23723_5#293.cram.crai		4472STDY7067118
ERR5911629	SAMEA8726323	ERX5552756	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#298	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911629/ERR5911629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911629/ERR5911629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911629/23723_5#298.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911629/23723_5#298.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911629/23723_5#298.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911629/23723_5#298.cram.crai		4472STDY7067150
ERR5911630	SAMEA8726330	ERX5552757	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911630/ERR5911630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911630/ERR5911630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911630/23723_5#299.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911630/23723_5#299.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911630/23723_5#299.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911630/23723_5#299.cram.crai		4472STDY7067157
ERR5911631	SAMEA8726337	ERX5552758	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911631/ERR5911631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911631/ERR5911631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911631/23723_5#300.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911631/23723_5#300.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911631/23723_5#300.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911631/23723_5#300.cram.crai		4472STDY7067164
ERR5911634	SAMEA8726369	ERX5552761	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#303	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911634/ERR5911634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911634/ERR5911634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911634/23723_5#303.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911634/23723_5#303.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911634/23723_5#303.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911634/23723_5#303.cram.crai		4472STDY7067196
ERR5911635	SAMEA8726405	ERX5552762	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#304	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911635/ERR5911635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911635/ERR5911635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911635/23723_5#304.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911635/23723_5#304.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911635/23723_5#304.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911635/23723_5#304.cram.crai		4472STDY7067204
ERR5911636	SAMEA8726414	ERX5552763	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911636/ERR5911636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911636/ERR5911636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911636/23723_5#305.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911636/23723_5#305.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911636/23723_5#305.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911636/23723_5#305.cram.crai		4472STDY7067212
ERR5911637	SAMEA8726421	ERX5552764	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#306	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911637/ERR5911637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911637/ERR5911637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911637/23723_5#306.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911637/23723_5#306.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911637/23723_5#306.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911637/23723_5#306.cram.crai		4472STDY7067220
ERR5911638	SAMEA8726371	ERX5552765	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#307	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911638/ERR5911638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911638/ERR5911638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911638/23723_5#307.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911638/23723_5#307.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911638/23723_5#307.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911638/23723_5#307.cram.crai		4472STDY7067228
ERR5911644	SAMEA8726260	ERX5552771	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#313	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911644/ERR5911644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911644/ERR5911644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911644/23723_5#313.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911644/23723_5#313.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911644/23723_5#313.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911644/23723_5#313.cram.crai		4472STDY7067087
ERR5911647	SAMEA8726283	ERX5552774	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#316	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911647/ERR5911647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911647/ERR5911647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911647/23723_5#316.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911647/23723_5#316.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911647/23723_5#316.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911647/23723_5#316.cram.crai		4472STDY7067111
ERR5911648	SAMEA8726292	ERX5552775	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#317	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911648/ERR5911648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911648/ERR5911648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911648/23723_5#317.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911648/23723_5#317.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911648/23723_5#317.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911648/23723_5#317.cram.crai		4472STDY7067119
ERR5911651	SAMEA8726308	ERX5552778	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911651/ERR5911651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911651/ERR5911651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911651/23723_5#320.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911651/23723_5#320.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911651/23723_5#320.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911651/23723_5#320.cram.crai		4472STDY7067135
ERR5911652	SAMEA8726316	ERX5552779	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#321	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911652/ERR5911652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911652/ERR5911652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911652/23723_5#321.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911652/23723_5#321.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911652/23723_5#321.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911652/23723_5#321.cram.crai		4472STDY7067143
ERR5911653	SAMEA8726324	ERX5552780	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911653/ERR5911653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911653/ERR5911653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911653/23723_5#322.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911653/23723_5#322.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911653/23723_5#322.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911653/23723_5#322.cram.crai		4472STDY7067151
