# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/counts/2018_vs_2023_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam
PY17X_1227000	Py17X_12_v3;Py17X_12_v3	1097102;1097382	1097122;1100219	+;+	2859	3741	3176	4044	16967	15062	19356
PY17X_1227100	Py17X_12_v3	1100581	1101684	-	1104	1602	1098	1592	2936	3286	3499
PY17X_1227200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1102937;1103291;1103451	1103167;1103356;1108931	-;-;-	5778	997	828	1241	10726	9634	11068
PY17X_1227300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1110069;1110645;1111362;1111794;1112068	1110117;1111206;1111620;1111919;1113180	+;+;+;+;+	2109	69	88	139	23725	24567	25345
PY17X_1227400	Py17X_12_v3	1115824	1118526	+	2703	1745	1626	3031	19730	16390	19111
PY17X_1227500	Py17X_12_v3	1119615	1120130	-	516	71	103	93	13	260	31
PY17X_1227600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1122093;1126840;1127205	1126699;1127084;1127269	+;+;+	4917	1116	897	1189	11657	10067	12347
PY17X_1227700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1127469;1129114;1130506;1130690;1130854;1131042;1131232;1131428;1131604;1131901	1128909;1130300;1130588;1130770;1130910;1131122;1131296;1131501;1131691;1131947	-;-;-;-;-;-;-;-;-;-	3204	1955	2143	2438	245	248	297
PY17X_1227800	Py17X_12_v3	1132412	1133953	-	1542	145	247	230	123	168	160
PY17X_1227900	Py17X_12_v3;Py17X_12_v3	1134585;1137919	1137750;1137974	+;+	3222	71	80	83	201	348	324
PY17X_1228000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1138645;1138819;1139133;1139323;1139624;1139946	1138685;1138963;1139225;1139463;1139833;1140032	+;+;+;+;+;+	717	1373	1782	1764	70	83	72
PY17X_1228100	Py17X_12_v3	1140724	1142553	+	1830	2247	2738	2343	256	283	302
PY17X_1228200	Py17X_12_v3;Py17X_12_v3	1145632;1149342	1149162;1149422	+;+	3612	2847	2493	3398	11106	9517	11312
PY17X_1228300	Py17X_12_v3	1152016	1155177	+	3162	1403	1692	1779	5072	4833	5529
PY17X_1228400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1155598;1156033;1156253;1156368;1156510;1156657	1155948;1156123;1156294;1156426;1156549;1156751	+;+;+;+;+;+	678	10	10	25	29	42	42
PY17X_1228500	Py17X_12_v3	1162341	1165376	+	3036	26893	28417	26917	295	334	426
PY17X_1228600	Py17X_12_v3	1166688	1166978	-	291	162	69	202	376	330	383
PY17X_1228700	Py17X_12_v3	1169180	1170829	-	1650	177971	180518	205462	264	238	360
PY17X_1228800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1172835;1173049;1173363;1173517;1173675;1173912;1174152	1172962;1173170;1173429;1173578;1173814;1173986;1174289	+;+;+;+;+;+;+	732	2360	2299	2776	134	155	143
PY17X_1228900	Py17X_12_v3	1175691	1176995	+	1305	3582	3433	4941	7894	8537	8812
PY17X_1229000	Py17X_12_v3	1177658	1178290	-	633	2698	2197	3138	854	823	1090
PY17X_1229100	Py17X_12_v3	1179526	1185801	+	6276	235382	224855	192785	1257	1161	1083
PY17X_1229200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1186615;1186832;1188448	1186617;1188333;1188532	+;+;+	1590	1439	1409	1462	1436	1734	1644
PY17X_1229300	Py17X_12_v3;Py17X_12_v3	1188999;1189756	1189637;1204998	-;-	15882	3539	3694	3120	28143	21064	21728
PY17X_1229400	Py17X_12_v3	1206805	1208847	-	2043	217	240	278	39	62	77
PY17X_1229500	Py17X_12_v3	1209763	1212048	-	2286	979	696	800	130	172	137
PY17X_1229600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1213314;1214625;1215220	1214154;1215048;1215682	-;-;-	1728	1724	1459	1680	8792	9635	10738
PY17X_1229700	Py17X_12_v3	1214383	1214485	-	103	24	16	20	47	48	41
PY17X_1229800	Py17X_12_v3	1215107	1215197	-	91	5	8	4	54	54	47
PY17X_1229900	Py17X_12_v3	1217267	1217371	+	105	212	141	213	24	34	35
PY17X_1230000	Py17X_12_v3;Py17X_12_v3	1219435;1219647	1219519;1220332	+;+	771	1684	1143	1911	1735	1901	2012
PY17X_1230100	Py17X_12_v3	1220872	1222230	-	1359	428	396	312	14560	16865	17020
PY17X_1230200	Py17X_12_v3	1223696	1227241	-	3546	1250	1137	1435	5253	6339	5727
PY17X_1230300	Py17X_12_v3	1229268	1232393	-	3126	4845	3999	5289	2337	1900	2307
PY17X_1230400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1233715;1234289;1234625;1234903;1235069;1235269;1235679	1234157;1234482;1234778;1234971;1235134;1235385;1235730	-;-;-;-;-;-;-	1095	313	262	547	2593	3097	3175
PY17X_1230500	Py17X_12_v3;Py17X_12_v3	1238235;1240309	1239839;1240545	+;+	1842	7272	9466	6848	794	1220	913
PY17X_1230600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1242357;1242505;1242581	1242503;1242579;1245145	+;+;+	2787	8469	7387	6990	3496	3800	3637
PY17X_1230700	Py17X_12_v3	1245880	1247745	-	1866	5883	4974	6095	2100	2230	2314
PY17X_1230800	Py17X_12_v3;Py17X_12_v3	1248467;1248913	1248785;1248998	+;+	405	279	232	290	514	487	647
PY17X_1230900	Py17X_12_v3;Py17X_12_v3	1249653;1251281	1251158;1251346	-;-	1572	4563	4347	4786	31209	35680	37318
PY17X_1231000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1253067;1253291;1253719;1254098;1254647	1253156;1253617;1253892;1254498;1254749	-;-;-;-;-	1095	2429	2256	3024	157	153	143
PY17X_1231100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1255244;1255482;1256115;1260605;1261017	1255318;1255880;1260443;1260850;1261115	-;-;-;-;-	5148	3565	3193	2950	2225	2400	2099
PY17X_1231200	Py17X_12_v3	1263004	1266945	+	3942	330	399	372	1556	1484	1426
PY17X_1231300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1267416;1267594;1267827	1267467;1267651;1270044	-;-;-	2328	17409	14990	17124	582	763	596
PY17X_1231400	Py17X_12_v3	1271144	1274266	+	3123	364	383	486	412	331	343
PY17X_1231500	Py17X_12_v3	1274734	1275396	-	663	2181	1566	1726	85	85	117
PY17X_1231600	Py17X_12_v3;Py17X_12_v3	1280165;1286199	1286049;1286352	+;+	6039	11048	11502	10536	19644	17064	17622
PY17X_1231700	Py17X_12_v3	1287130	1290750	-	3621	4029	3809	4722	427	378	430
PY17X_1231800	Py17X_12_v3	1292955	1306232	-	13278	29314	24855	27311	634	485	463
PY17X_1231900	Py17X_12_v3	1311229	1313724	+	2496	1305	1617	1919	15888	18516	17065
PY17X_1232000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1314617;1314940;1318439	1314743;1318261;1319399	-;-;-	4410	12505	14254	13259	2967	3200	2687
PY17X_1232100	Py17X_12_v3	1321759	1322133	+	375	218	175	226	491	620	669
PY17X_1232200	Py17X_12_v3	1323471	1325177	+	1707	476	520	690	20	23	17
PY17X_1232300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1327261;1328528;1328858;1329197;1329403	1328350;1328742;1328975;1329298;1329593	+;+;+;+;+	1716	14	0	14	217	256	252
PY17X_1232400	Py17X_12_v3	1331258	1332169	+	912	75032	60765	85976	790	1078	1108
PY17X_1232500	Py17X_12_v3;Py17X_12_v3	1334913;1335322	1335116;1338015	+;+	2898	1130	1014	1339	1984	1992	2018
PY17X_1232600	Py17X_12_v3	1339640	1340443	+	804	395	684	484	4	13	12
PY17X_1232700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1341287;1341872;1342354	1341720;1341977;1342356	-;-;-	543	8445	7869	9691	16107	19240	20282
PY17X_1232800	Py17X_12_v3	1344345	1346045	-	1701	414	579	575	832	1447	940
PY17X_1232900	Py17X_12_v3;Py17X_12_v3	1347644;1349223	1349112;1349280	+;+	1527	757	631	879	2985	3739	3383
PY17X_1233000	Py17X_12_v3	1350337	1351554	-	1218	335	228	320	567	825	791
PY17X_1233100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1352820;1353000;1354156	1352889;1354003;1356726	+;+;+	3645	582	571	606	1037	1461	1103
PY17X_1233200	Py17X_12_v3	1357555	1358016	+	462	311	293	292	218	296	214
PY17X_1233300	Py17X_12_v3	1358467	1359681	-	1215	8412	7131	8257	100	151	160
PY17X_1233400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1360775;1361097;1361441;1361612;1361908;1362201;1362422;1362768;1363032	1360975;1361323;1361471;1361781;1362049;1362283;1362593;1362935;1363076	+;+;+;+;+;+;+;+;+	1239	77067	68563	83286	385	476	483
PY17X_1233500	Py17X_12_v3	1363377	1365488	-	2112	485	458	708	242	292	300
PY17X_1233600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1366176;1366492;1366698;1366859;1367009;1367172;1367394;1367703;1371790	1366262;1366551;1366745;1366915;1367073;1367223;1367471;1371515;1375563	-;-;-;-;-;-;-;-;-	8034	3351	2694	3017	73163	57111	59829
PY17X_1233700	Py17X_12_v3	1379431	1381575	+	2145	938	564	799	15453	17190	15710
PY17X_1233800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1382356;1382523;1382911;1387189;1389235;1389530;1389770;1390058	1382413;1382742;1386982;1389105;1389347;1389644;1389918;1390115	-;-;-;-;-;-;-;-	6702	1045	839	1267	10612	11155	12513
PY17X_1233900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1390639;1390793;1391015;1391223;1391593;1391799;1392021	1390666;1390848;1391083;1391318;1391661;1391862;1392115	+;+;+;+;+;+;+	477	814	587	1112	3847	4187	4602
PY17X_1234000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1392329;1392771;1395099	1392646;1394904;1395823	-;-;-	3177	651	582	1119	179	155	183
PY17X_1234100	Py17X_12_v3	1396711	1401072	-	4362	1799	1791	1743	152	188	188
PY17X_1234200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1402818;1403810;1403946	1403711;1403855;1404016	+;+;+	1011	152	103	217	135	112	150
PY17X_1234300	Py17X_12_v3;Py17X_12_v3	1404573;1407400	1407239;1407498	+;+	2766	17	36	44	67	46	48
PY17X_1234400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1408415;1408729;1409099	1408520;1408906;1409270	-;-;-	456	4174	3335	4442	5322	6573	6621
PY17X_1234500	Py17X_12_v3	1410820	1412478	+	1659	1081	978	1745	142	111	130
PY17X_1234600	Py17X_12_v3	1412715	1413656	-	942	2240	2249	2702	51	59	48
PY17X_1234700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1415227;1415451;1415731;1415985;1416205;1417179	1415326;1415521;1415834;1416045;1417064;1417311	+;+;+;+;+;+	1329	169962	161811	181712	139	152	208
PY17X_1234800	Py17X_12_v3	1417981	1422060	-	4080	2509	2493	2260	1768	1985	1862
PY17X_1234900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1423866;1424140;1424673	1423987;1424548;1427801	+;+;+	3660	2800	3533	5032	14585	11316	14805
PY17X_1235000	Py17X_12_v3	1429457	1435846	-	6390	6173	5023	4644	6168	5219	5979
PY17X_1235100	Py17X_12_v3;Py17X_12_v3	1440341;1441284	1441104;1441302	-;-	783	11650	9427	13709	31384	39722	39020
PY17X_1235200	Py17X_12_v3;Py17X_12_v3	1442965;1443750	1443425;1443786	-;-	498	5270	3738	5036	3342	3908	4397
PY17X_1235300	Py17X_12_v3	1444869	1446275	-	1407	38	22	76	3	10	7
PY17X_1235400	Py17X_12_v3	1447500	1449410	-	1911	124	83	227	8	12	12
PY17X_1235500	Py17X_12_v3;Py17X_12_v3	1451043;1451844	1451636;1452179	-;-	930	8027	6420	10064	1390	1653	1565
PY17X_1235600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1456285;1459479;1459756	1459362;1459617;1459838	+;+;+	3300	1036	758	1066	121145	133225	124522
PY17X_1235700	Py17X_12_v3	1460587	1463028	-	2442	9794	8477	9653	82	88	94
PY17X_1235800	Py17X_12_v3	1463964	1464884	-	921	443	513	698	16	16	28
PY17X_1235900	Py17X_12_v3	1467773	1469923	+	2151	2886	2519	2836	160	107	162
PY17X_1236000	Py17X_12_v3	1470419	1471144	-	726	21737	18101	22832	27	32	45
PY17X_1236100	Py17X_12_v3;Py17X_12_v3	1472431;1473937	1473802;1474268	-;-	1704	1430	1559	2085	2264	2188	2786
PY17X_1236200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1475278;1475586;1476024;1476371;1476636;1476984	1475347;1475884;1476229;1476452;1476729;1477039	+;+;+;+;+;+	807	1560	1327	2098	3965	4875	5317
PY17X_1236300	Py17X_12_v3;Py17X_12_v3	1477936;1481398	1481289;1481613	+;+	3570	9445	9293	11616	1009	1294	1109
PY17X_1236400	Py17X_12_v3	1482595	1482990	-	396	714	789	862	125	287	236
PY17X_1236500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1484006;1484606;1484816;1485223	1484437;1484675;1484923;1485341	-;-;-;-	729	2125	1635	2634	1417	1539	1719
PY17X_1236600	Py17X_12_v3	1486373	1487029	-	657	6503	7429	7118	1350	1510	1778
PY17X_1236700	Py17X_12_v3	1488384	1491287	-	2904	2132	1733	2434	835	801	971
PY17X_1236800	Py17X_12_v3	1494061	1497531	+	3471	3195	2447	3299	17988	19778	20666
PY17X_1236900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1499282;1500659;1501069;1501512;1501910	1500562;1500895;1501326;1501675;1503674	-;-;-;-;-	3705	4131	3249	5327	47526	41818	46006
PY17X_1237000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1505818;1505924;1506156;1506322;1506478;1506659;1506769	1505843;1506059;1506218;1506335;1506564;1506674;1507047	-;-;-;-;-;-;-	621	160671	140672	174086	692	774	718
PY17X_1237100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1507842;1508279;1508502;1508919	1508115;1508332;1508781;1508946	-;-;-;-	636	1083	1063	1766	1046	1284	1374
PY17X_1237200	Py17X_12_v3	1511068	1511952	+	885	1512	1355	1718	960	775	1358
PY17X_1237300	Py17X_12_v3	1513115	1513489	+	375	1012	949	1117	1137	1283	1342
PY17X_1237400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1514026;1514190;1514440;1514726;1515237	1514093;1514310;1514519;1514884;1515306	-;-;-;-;-	498	5395	4741	6881	22728	27457	30021
PY17X_1237500	Py17X_12_v3	1517779	1519440	+	1662	5747	7372	9419	167	312	257
PY17X_1237600	Py17X_12_v3;Py17X_12_v3	1520294;1520483	1520341;1520836	-;-	402	6136	5592	6897	2912	3099	3557
PY17X_1237700	Py17X_12_v3;Py17X_12_v3	1523114;1524441	1524145;1529141	-;-	5733	1943	1486	2619	11599	9889	10566
PY17X_1237800	Py17X_12_v3	1532149	1534086	+	1938	74	46	137	1300	1399	1279
PY17X_1237900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1536024;1537754;1538233	1536135;1538094;1538367	+;+;+	588	2871	2052	3259	18699	17799	21509
PY17X_1238000	Py17X_12_v3;Py17X_12_v3	1539914;1540668	1540533;1542525	-;-	2478	446	409	475	3644	3872	3987
PY17X_1238100	Py17X_12_v3	1546073	1547413	-	1341	342	453	425	19	15	31
PY17X_1238200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1548961;1549461;1549773	1549023;1549528;1550211	+;+;+	570	13523	10795	14095	16938	18933	20186
PY17X_1238300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1551933;1553657;1553951;1554217;1554676;1554895	1553501;1553782;1554014;1554470;1554765;1554930	+;+;+;+;+;+	2139	2407	1951	2295	6077	7090	6308
PY17X_1238400	Py17X_12_v3	1555726	1557636	-	1911	430	354	498	186	185	190
PY17X_1238500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1558496;1558731;1559161	1558498;1558895;1559307	+;+;+	315	2245	1822	2373	475	244	578
PY17X_1238600	Py17X_12_v3	1559845	1560786	-	942	890	1146	1343	861	772	980
PY17X_1238700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1561751;1561947;1562167;1562412;1562801	1561859;1562056;1562270;1562557;1562805	-;-;-;-;-	474	1799	1401	2027	315	350	345
PY17X_1238800	Py17X_12_v3	1563545	1566265	-	2721	41	46	69	85	125	103
PY17X_1238900	Py17X_12_v3	1567453	1572939	-	5487	1549	1687	1351	421	525	526
PY17X_1239000	Py17X_12_v3	1574062	1575501	+	1440	11592	8367	8458	1629	2177	1828
PY17X_1239100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1576372;1576567;1576763;1577052;1578296;1578923;1579287;1580984	1576463;1576644;1576895;1578165;1578841;1579128;1580849;1581859	-;-;-;-;-;-;-;-	4608	1536	1533	1705	821	941	959
PY17X_1239200	Py17X_12_v3	1583262	1584191	+	930	167	155	151	143	172	158
PY17X_1239300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1584473;1584716;1584887	1584532;1584778;1588615	-;-;-	3852	8384	6865	7140	22564	27268	23598
PY17X_1239400	Py17X_12_v3	1589836	1591386	-	1551	36	62	53	83	89	107
PY17X_1239500	Py17X_12_v3;Py17X_12_v3	1592128;1592679	1592456;1594116	+;+	1767	107	152	118	23	25	31
PY17X_1239600	Py17X_12_v3	1594588	1594860	-	273	441	493	511	8	17	20
PY17X_1239700	Py17X_12_v3	1596963	1599455	+	2493	1041	898	1066	156	176	210
PY17X_1239800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1600310;1600936;1602496;1602666;1602901;1603094	1600564;1602302;1602567;1602776;1602960;1603160	+;+;+;+;+;+	1932	1003	803	1359	1110	1120	1171
PY17X_1239900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1604106;1608063;1608343;1608753;1609079	1607933;1608226;1608453;1608927;1609105	+;+;+;+;+	4305	166	136	113	61086	55430	54093
PY17X_1240000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1609700;1610057;1610279;1610768	1609783;1610119;1610392;1610830	+;+;+;+	324	3186	3834	3848	1078	1539	1522
PY17X_1240100	Py17X_12_v3	1611386	1613428	-	2043	2890	2802	3499	1433	1714	1967
PY17X_1240200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1615120;1615312;1615529;1615730	1615188;1615419;1615606;1615828	+;+;+;+	354	1663	1400	2049	1513	1395	2103
PY17X_1240300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1616137;1616332;1616555;1616792;1617064;1617359;1617577;1617770;1617987;1618216	1616196;1616410;1616653;1616910;1617178;1617398;1617639;1617878;1618091;1618251	-;-;-;-;-;-;-;-;-;-	825	1895	1555	2029	3819	4477	4187
PY17X_1240400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1620863;1621102;1621934;1640333	1620970;1621741;1640175;1648192	+;+;+;+	26850	5927	4762	3584	24530	14881	19971
PY17X_1240500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1649001;1649329;1649652	1649219;1649502;1649759	+;+;+	501	130	87	91	10	42	29
PY17X_1240600	Py17X_12_v3	1651878	1653338	+	1461	943	721	1580	9765	9669	12818
PY17X_1240700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1654466;1654753;1654926;1655139;1655449	1654643;1654802;1655027;1655275;1655506	+;+;+;+;+	525	95	84	167	112	140	159
PY17X_1240800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1655820;1655992;1656315	1655873;1656164;1656531	-;-;-	444	209	133	313	151	165	232
PY17X_1240900	Py17X_12_v3	1660001	1664860	+	4860	100044	115047	136377	17659	15051	17305
PY17X_1241000	Py17X_12_v3	1667339	1671604	+	4266	62291	53543	50612	8785	7385	9830
PY17X_1241100	Py17X_12_v3;Py17X_12_v3	1672932;1674353	1674157;1674731	-;-	1605	2079	2041	1870	475	545	654
PY17X_1241200	Py17X_12_v3;Py17X_12_v3	1675980;1678983	1678857;1679116	+;+	3012	610	648	598	81	140	80
PY17X_1241300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1679558;1680007;1680173	1679788;1680046;1680294	-;-;-	393	11583	9325	13296	8008	8708	9770
PY17X_1241400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1682446;1682820;1683054;1684685	1682454;1682865;1684566;1684718	+;+;+;+	1602	9061	6902	10201	79310	81155	92821
PY17X_1241500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1685243;1685434;1685702;1686059;1686262;1686436	1685349;1685508;1685780;1686093;1686313;1686447	-;-;-;-;-;-	360	2772	2508	3570	9966	10050	14190
PY17X_1241600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1687084;1687389;1687629;1687880;1688070	1687235;1687517;1687755;1687918;1688246	+;+;+;+;+	624	1925	1467	2135	10234	10832	12778
PY17X_1241700	Py17X_12_v3;Py17X_12_v3	1689221;1693247	1692929;1693449	-;-	3912	899	1087	923	974	1182	961
PY17X_1241800	Py17X_12_v3	1697528	1699618	+	2091	107	106	163	163	172	254
PY17X_1241900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1700907;1701486;1701932	1701371;1701723;1701951	-;-;-	723	17436	16237	20811	526	597	850
PY17X_1242000	Py17X_12_v3	1705996	1709376	+	3381	3972	3786	5410	10687	8890	12318
PY17X_1242100	Py17X_12_v3;Py17X_12_v3	1711052;1714428	1714212;1714533	+;+	3267	2819	2800	3091	191	182	203
PY17X_1242200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1715198;1715629;1715820	1715358;1715697;1716051	-;-;-	462	64463	75999	75681	189	152	192
PY17X_1242300	Py17X_12_v3	1717791	1718948	-	1158	53	48	79	185	399	321
PY17X_1242400	Py17X_12_v3	1720268	1721365	-	1098	302	246	223	2416	2708	2898
PY17X_1242500	Py17X_12_v3	1723096	1723470	+	375	71	53	80	48	56	54
PY17X_1242600	Py17X_12_v3	1725009	1725713	+	705	924	1076	1440	876	852	1083
PY17X_1242700	Py17X_12_v3	1726758	1727180	-	423	2182	1600	2634	524	597	547
PY17X_1242800	Py17X_12_v3;Py17X_12_v3	1728965;1731258	1730767;1731515	-;-	2061	575	874	1062	1059	961	1288
PY17X_1242900	Py17X_12_v3	1733574	1736183	+	2610	183	140	177	136	193	108
PY17X_1243000	Py17X_12_v3	1741518	1743542	+	2025	724	381	515	2734	2569	3218
PY17X_1243100	Py17X_12_v3	1746520	1748544	+	2025	6448	5404	8069	18932	21265	22528
PY17X_1243200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1750255;1755234;1755493	1754939;1755325;1755536	+;+;+	4821	2177	2657	2440	1872	2449	2414
PY17X_1243300	Py17X_12_v3	1756502	1757827	-	1326	54308	63105	58971	24	42	37
PY17X_1243400	Py17X_12_v3	1760344	1761753	+	1410	78	158	75	19	51	16
PY17X_1243500	Py17X_12_v3	1761980	1766281	-	4302	98	82	103	235	187	211
PY17X_1243600	Py17X_12_v3;Py17X_12_v3	1767163;1767387	1767253;1768402	-;-	1107	1146	1100	1187	9	9	22
PY17X_1243700	Py17X_12_v3;Py17X_12_v3	1769167;1769811	1769418;1769954	+;+	396	95	82	96	20	22	23
PY17X_1243800	Py17X_12_v3	1771405	1772301	+	897	25871	17760	24877	440	622	591
PY17X_1243900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	1773002;1773256;1773476;1773677;1773979;1774287;1774515	1773102;1773328;1773572;1773811;1774121;1774421;1774685	+;+;+;+;+;+;+	855	8499	6877	9900	3783	4220	5001
PY17X_1244000	Py17X_12_v3	1774884	1777037	-	2154	117	170	187	1065	1288	1444
PY17X_1244100	Py17X_12_v3	1778824	1779912	+	1089	259	199	291	480	495	456
