# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/reference/PlasmoDB-62_PbergheiANKA.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/featurecounts/pb_2017_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam
PBANKA_0404700	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	178601;178778;178947;179218;179422	178663;178839;179013;179275;179501	-;-;-;-;-	330	5917	5827	5496	2569	2947	1373
PBANKA_0404800	PbANKA_04_v3	181072	182955	+	1884	8374	7046	7919	3719	4216	2304
PBANKA_0404900	PbANKA_04_v3	183735	184637	-	903	3015	2833	3001	2310	2043	1915
PBANKA_0405000	PbANKA_04_v3	185770	186027	+	258	768	527	563	947	819	761
PBANKA_0405100	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	187262;187481;187621;187841	187340;187539;187727;187943	+;+;+;+	348	1975	1850	1695	836	1016	394
PBANKA_0405200	PbANKA_04_v3;PbANKA_04_v3	188892;190667	190490;190669	-;-	1602	3977	3134	2807	10709	8882	6315
PBANKA_0405300	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	193055;193438;194036	193064;193616;194284	+;+;+	438	6881	5671	4304	8568	9150	4323
PBANKA_0405310	PbANKA_04_v3	193746	193885	+	140	2	7	3	16	6	5
PBANKA_0405400	PbANKA_04_v3;PbANKA_04_v3	195002;195568	195349;195648	-;-	429	8139	7329	5572	8812	10293	5003
PBANKA_0405500	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	196983;197767;198199	197624;197892;198204	-;-;-	774	7500	6803	4648	13623	16907	9103
PBANKA_0405600	PbANKA_04_v3	201127	202434	+	1308	1460	1222	1169	7117	5520	9735
PBANKA_0405700	PbANKA_04_v3	203138	204130	-	993	2142	2114	1861	440	431	297
PBANKA_0405800	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	204664;204953;205235;205458;206384	204739;205007;205296;206176;206416	-;-;-;-;-	945	1585	1408	1536	748	813	546
PBANKA_0405900	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	207370;207597;207736	207448;207640;209283	+;+;+	1671	488	446	511	711	621	635
PBANKA_0406000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	209544;209822;210065;210278;210524;214561;214830	209589;209946;210163;210330;214413;214628;214856	-;-;-;-;-;-;-	4308	5813	5023	5523	25806	23213	31425
PBANKA_0406100	PbANKA_04_v3	216808	218658	+	1851	242	166	120	2506	1596	2253
PBANKA_0406200	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	219037;225355;229253	225172;229120;230225	-;-;-	10875	61	38	70	9548	9163	12720
PBANKA_0406300	PbANKA_04_v3	231953	233386	+	1434	199	125	71	7725	6834	11996
PBANKA_0406400	PbANKA_04_v3	234708	239279	+	4572	1072	1106	1157	605	527	275
PBANKA_0406500	PbANKA_04_v3;PbANKA_04_v3	240132;241881	241736;241895	-;-	1620	2495	2210	1512	11607	10750	9846
PBANKA_0406600	PbANKA_04_v3	243301	244134	-	834	103	75	67	278	413	183
PBANKA_0406650	PbANKA_04_v3	245880	246011	+	132	4	3	6	12	15	23
PBANKA_0406700	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	247467;247739;248050	247577;247961;248138	+;+;+	423	492	427	267	1938	2024	1474
PBANKA_0406800	PbANKA_04_v3	249319	250818	+	1500	1111	966	948	1771	1789	1245
PBANKA_0406900	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	252482;252624;253968	252487;253817;254165	+;+;+	1398	567	437	725	48	124	19
PBANKA_0407000	PbANKA_04_v3;PbANKA_04_v3	255013;255363	255201;255500	+;+	327	1341	1270	1273	506	609	224
PBANKA_0407100	PbANKA_04_v3	256155	259964	-	3810	2641	2208	2085	3414	2676	2050
PBANKA_0407200	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	261568;262716;262974;263173;263391;263613	262500;262834;263049;263268;263468;263657	+;+;+;+;+;+	1347	4690	4519	4336	1059	980	679
PBANKA_0407300	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	263937;264109;264347;264624;264816	264010;264192;264479;264703;264975	-;-;-;-;-	531	3177	2923	3201	310	471	217
PBANKA_0407400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	265656;265858;266059	265733;265941;271056	-;-;-	5160	1642	1409	1772	15329	12112	18561
PBANKA_0407500	PbANKA_04_v3	273695	275767	+	2073	599	459	437	2339	2164	2456
PBANKA_0407550	PbANKA_04_v3	276585	276669	-	85	5	6	0	7	5	5
PBANKA_0407600	PbANKA_04_v3;PbANKA_04_v3	277672;278538	277751;280203	+;+	1746	3566	3331	3224	5057	4465	3443
PBANKA_0407700	PbANKA_04_v3	282316	282651	+	336	4964	4854	4010	9324	11104	5821
PBANKA_0407800	PbANKA_04_v3	283275	284855	-	1581	893	1001	855	2037	2283	2051
PBANKA_0407900	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	285798;286000;286338;286569;286758;286975;287150	285852;286127;286414;286658;286842;287048;287480	+;+;+;+;+;+;+	840	770	705	692	2174	1760	1787
PBANKA_0408000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	287998;292405;292838	292289;292708;292864	-;-;-	4623	534	404	600	1049	731	904
PBANKA_0408100	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	293710;294084;294425	293896;294328;294583	+;+;+	591	1794	1742	1864	455	364	234
PBANKA_0408200	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	296370;297488;298062;298265;298457	297323;297979;298136;298363;298501	+;+;+;+;+	1665	4107	3497	3571	373	405	368
PBANKA_0408300	PbANKA_04_v3	300183	310724	+	10542	3974	4588	4272	19605	15509	17585
PBANKA_0408400	PbANKA_04_v3;PbANKA_04_v3	312521;315741	315626;315844	+;+	3210	6931	6086	7167	4130	3460	3338
PBANKA_0408500	PbANKA_04_v3	316756	319725	+	2970	89	199	89	309	454	258
PBANKA_0408600	PbANKA_04_v3;PbANKA_04_v3	321067;322116	321695;322194	-;-	708	714	714	624	1592	1720	1269
PBANKA_0408700	PbANKA_04_v3;PbANKA_04_v3	323169;323395	323219;323778	+;+	435	1335	1259	1294	1364	1399	1255
PBANKA_0408800	PbANKA_04_v3	323904	324233	+	330	2091	1800	1737	1909	2458	1676
PBANKA_0408900	PbANKA_04_v3	325304	327601	+	2298	1556	1499	1813	2045	1803	2028
PBANKA_0409000	PbANKA_04_v3;PbANKA_04_v3	328578;328991	328777;329357	+;+	567	401	371	265	1027	908	728
PBANKA_0409100	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	329754;330807;331053	330709;330869;331302	-;-;-	1269	693	651	459	1759	1861	1031
PBANKA_0409200	PbANKA_04_v3;PbANKA_04_v3	332624;333586	333482;336176	+;+	3450	493	444	547	2344	1590	2081
PBANKA_0409300	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	336850;338474;338892;339104	338391;338719;338988;340161	-;-;-;-	2943	3964	4000	3543	8663	8233	8401
PBANKA_0409400	PbANKA_04_v3;PbANKA_04_v3	344922;345482	345344;353185	+;+	8127	15780	15882	16044	33693	31401	35996
PBANKA_0409500	PbANKA_04_v3	354431	354676	-	246	2773	2732	2560	1306	1208	664
PBANKA_0409600	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	356704;357127;358585;358793;359223	357006;358460;358685;359028;359288	+;+;+;+;+	2040	736	717	775	635	534	273
PBANKA_0409700	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	359895;360502;360735;360886;361006;361157;361298;361447;361613;361781;361973;362223;362579;362677;362881	360319;360569;360766;360904;361045;361194;361360;361505;361665;361866;362076;362396;362597;362736;362966	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1326	21751	20086	22624	502	591	316
PBANKA_0409800	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	363931;364103;364424	363956;364321;365897	+;+;+	1719	3676	3627	4005	4626	4156	3848
PBANKA_0409900	PbANKA_04_v3	366592	368562	-	1971	827	829	871	345	271	281
PBANKA_0410000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	369245;369442;369768;370011	369248;369583;369904;370138	+;+;+;+	411	897	763	634	619	577	217
PBANKA_0410100	PbANKA_04_v3	370985	373042	+	2058	493	490	506	1427	1198	1384
PBANKA_0410200	PbANKA_04_v3	373190	376222	-	3033	213	226	351	1565	1155	1544
PBANKA_0410300	PbANKA_04_v3	377264	378175	+	912	2891	3132	2481	3863	5324	4421
PBANKA_0410400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	379254;379591;379755;379953;380140;380349;381494	379482;379637;379844;380041;380229;381077;381512	-;-;-;-;-;-;-	1293	2347	2014	2397	7691	6489	9283
PBANKA_0410500	PbANKA_04_v3	384340	386508	+	2169	1662	1485	1250	8993	7906	11223
PBANKA_0410541	PbANKA_04_v3	387217	387289	+	73	20	10	10	30	35	46
PBANKA_0410561	PbANKA_04_v3	387795	387868	-	74	3	2	2	16	7	9
PBANKA_0410600	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	388544;388861;389068	388559;388973;389322	+;+;+	384	3950	3448	2752	8742	9257	4508
PBANKA_0410650	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	390315;390468;391280	390347;391111;391601	+;+;+	999	282	174	205	140	163	62
PBANKA_0410700	PbANKA_04_v3;PbANKA_04_v3	392246;392443	392277;393271	-;-	861	999	869	943	468	557	226
PBANKA_0410800	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	393953;395356;395832;396314	395260;395731;396168;396494	+;+;+;+	2202	943	767	654	1435	1396	700
PBANKA_0410900	PbANKA_04_v3	396912	397547	-	636	297	268	263	399	322	284
PBANKA_0411000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	397669;397911;398159;398346;398581	397755;398031;398212;398416;398799	-;-;-;-;-	552	95	76	108	204	99	100
PBANKA_0411100	PbANKA_04_v3	399444	401429	-	1986	667	493	459	1111	934	684
PBANKA_0411200	PbANKA_04_v3	401895	404255	+	2361	386	252	302	984	841	898
PBANKA_0411300	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	404531;405382;406051;406370;406625;406994	405207;405817;406160;406433;406832;407187	-;-;-;-;-;-	1689	429	323	361	27834	28319	36114
PBANKA_0411400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	407473;407657;407793;407978;408207;408471;408631;408830;408960;409183;409556;409720;409966;410135;410325;410542;410750	407516;407691;407848;408077;408366;408512;408745;408869;409038;409420;409623;409803;410031;410257;410385;410603;410933	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1557	1440	1176	1162	13430	13413	14795
PBANKA_0411500	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	411571;412019;412311;412505;412685;413898;414067	411843;412216;412412;412580;413752;413951;414125	+;+;+;+;+;+;+	1830	1666	1431	1694	1523	1341	952
PBANKA_0411600	PbANKA_04_v3	414205	417078	-	2874	832	839	1073	2081	1330	2135
PBANKA_0411700	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	418781;419041;419301;419511;419684;419944;420219	418911;419114;419400;419593;419820;420080;420411	+;+;+;+;+;+;+	855	2944	2836	2547	3096	3493	2386
PBANKA_0411800	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	420745;421041;421203;421337;421568;421760;422082;422246	420897;421102;421228;421407;421642;421822;422134;422336	-;-;-;-;-;-;-;-	594	759	614	589	1376	1340	933
PBANKA_0411900	PbANKA_04_v3	422941	424179	+	1239	94	94	87	172	113	107
PBANKA_0411950	PbANKA_04_v3	424426	428352	-	3927	447	350	302	3647	2828	3296
PBANKA_0412000	PbANKA_04_v3	428593	429726	-	1134	65	41	42	83	44	32
PBANKA_0412100	PbANKA_04_v3	430838	431764	-	927	949	799	712	15446	14828	19969
PBANKA_0412200	PbANKA_04_v3;PbANKA_04_v3	434797;434920	434826;435678	+;+	789	159	205	107	4808	4076	5082
PBANKA_0412300	PbANKA_04_v3	437000	437698	+	699	801	711	883	1862	1851	1738
PBANKA_0412400	PbANKA_04_v3	438447	441209	-	2763	39	22	31	98	52	28
PBANKA_0412500	PbANKA_04_v3;PbANKA_04_v3	449951;450975	450892;452687	+;+	2655	425	518	554	386	367	364
PBANKA_0412600	PbANKA_04_v3	454202	455656	+	1455	162	169	165	721	429	678
PBANKA_0412700	PbANKA_04_v3;PbANKA_04_v3	456347;456544	456416;457043	+;+	570	434	501	401	360	306	222
PBANKA_0412800	PbANKA_04_v3	457776	458459	-	684	2993	2285	2402	2041	1948	1828
PBANKA_0412900	PbANKA_04_v3	462132	467849	+	5718	5256	4235	4278	817	574	672
PBANKA_0413000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	468932;469252;469405;469546;469722;469901;470431;470769;470934;471143;471371;471636;474798;475625	469141;469319;469459;469598;469797;470273;470645;470814;470988;471210;471493;474454;475448;475693	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4881	217	115	171	6496	5347	8982
PBANKA_0413200	PbANKA_04_v3	476000	476698	-	699	364	383	328	1155	1022	609
PBANKA_0413300	PbANKA_04_v3	478204	478899	-	696	726	704	661	3002	2379	2664
PBANKA_0413400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	482340;482911;483240	482775;483090;483739	+;+;+	1116	965	979	867	7936	6593	8994
PBANKA_0413500	PbANKA_04_v3;PbANKA_04_v3	484860;487962	487884;488050	+;+	3114	9945	8867	9827	978	968	454
PBANKA_0413600	PbANKA_04_v3	488282	489079	-	798	252	228	166	721	554	288
PBANKA_0413700	PbANKA_04_v3;PbANKA_04_v3	490424;490848	490750;491372	+;+	852	171	201	104	1118	1023	1079
PBANKA_0413800	PbANKA_04_v3	491571	492491	-	921	402	366	358	225	132	121
PBANKA_0413900	PbANKA_04_v3	493878	494798	+	921	539	420	360	557	312	246
PBANKA_0414000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	495079;496968;497717	496965;497620;501032	-;-;-	5856	556	505	538	3509	2563	3244
PBANKA_0414100	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	504394;505097;505288	505011;505159;505710	+;+;+	1104	6257	6113	6118	14004	15320	16522
PBANKA_0414200	PbANKA_04_v3	506032	508635	-	2604	267	199	198	1973	1422	1247
PBANKA_0414300	PbANKA_04_v3	510334	511707	+	1374	570	493	555	5057	4701	5636
PBANKA_0414400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	512513;512697;512893;513606	512543;512803;513497;513798	-;-;-;-	936	1552	1403	906	4865	4594	3328
PBANKA_0414500	PbANKA_04_v3;PbANKA_04_v3	516857;517373	517175;517734	+;+	681	948	750	645	4954	4649	5567
PBANKA_0414600	PbANKA_04_v3;PbANKA_04_v3	520129;520479	520361;520638	+;+	393	5895	5360	3864	11007	14734	8311
PBANKA_0414700	PbANKA_04_v3	525097	527133	+	2037	1231	1260	1019	1642	1970	1346
PBANKA_0414800	PbANKA_04_v3	527620	528684	-	1065	1033	1109	878	1086	1051	578
PBANKA_0414900	PbANKA_04_v3	530327	532468	+	2142	2062	2158	2396	616	530	379
PBANKA_0415000	PbANKA_04_v3	532930	534303	-	1374	445	355	344	8556	9630	13421
PBANKA_0415100	PbANKA_04_v3	535288	536910	+	1623	235	208	273	1432	1186	1769
PBANKA_0415200	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	537804;537964;538136;538308;538542;538820;539013	537854;538047;538204;538421;538656;538911;539075	-;-;-;-;-;-;-	588	2231	2069	2223	711	798	312
PBANKA_0415300	PbANKA_04_v3;PbANKA_04_v3	540178;542331	542216;544860	+;+	4569	1011	886	1005	805	583	417
PBANKA_0415400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	545320;546128;546587;548897	546126;546584;548894;549710	-;-;-;-	4386	551	530	745	2573	1507	2546
PBANKA_0415500	PbANKA_04_v3	552926	555925	+	3000	1883	1566	2009	2415	1877	1583
PBANKA_0415600	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	556650;556809;556996	556712;556877;559821	-;-;-	2958	684	801	705	3286	3071	3525
PBANKA_0415700	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	562277;562602;562849;563082;563277;563415;563616;563769;564003;564195;564379;564535	562379;562671;562969;563151;563326;563495;563676;563857;564074;564247;564438;564679	+;+;+;+;+;+;+;+;+;+;+;+	975	10413	9195	8920	4960	5152	4841
PBANKA_0415800	PbANKA_04_v3;PbANKA_04_v3	564859;565397	565223;568367	-;-	3336	180	190	224	10313	7494	13561
PBANKA_0415900	PbANKA_04_v3	570131	570841	-	711	153	153	183	1177	748	700
PBANKA_0416000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	574017;574307;574524;575640;575805;575991;576902	574080;574416;575481;575705;575861;576785;577578	+;+;+;+;+;+;+	2727	3746	3764	1422	16392	16797	9831
PBANKA_0416100	PbANKA_04_v3	578979	596483	+	17505	398	219	354	56248	63751	74888
PBANKA_0416200	PbANKA_04_v3	598563	601838	+	3276	1245	1049	1132	3514	2977	3034
PBANKA_0416300	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	604336;610093;610526	609996;610323;610648	+;+;+	6015	2548	2153	2389	3691	2741	3066
PBANKA_0416400	PbANKA_04_v3	611890	612702	+	813	1036	1050	1162	555	470	281
PBANKA_0416500	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	614163;619777;620274	619650;620122;620292	+;+;+	5853	3387	2937	3187	6489	4557	4509
PBANKA_0416600	PbANKA_04_v3;PbANKA_04_v3	620983;622715	622429;622728	-;-	1461	1152	995	848	38023	39059	49731
PBANKA_0416700	PbANKA_04_v3;PbANKA_04_v3	625346;625624	625510;626022	+;+	564	263	305	110	2131	2200	1516
PBANKA_0416800	PbANKA_04_v3;PbANKA_04_v3	626770;627015	626862;631082	-;-	4161	1798	1587	1627	3591	3024	2962
PBANKA_0416900	PbANKA_04_v3;PbANKA_04_v3	633246;633533	633424;633743	-;-	390	346	295	280	773	590	544
PBANKA_0417000	PbANKA_04_v3	635115	635672	+	558	1597	1664	1646	860	794	590
PBANKA_0417100	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	636392;636707;636873;637109;637303;637739;638089;638330;638528;641180	636592;636733;637008;637159;637559;637944;638185;638441;641041;644664	+;+;+;+;+;+;+;+;+;+	7086	1808	1471	1687	1049	622	826
PBANKA_0417200	PbANKA_04_v3;PbANKA_04_v3	645124;645305	645205;646083	-;-	861	81295	78901	79687	1084	2241	496
PBANKA_0417300	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	648481;648686;648897;652304;652513;652764	648561;648757;652133;652399;652652;652812	+;+;+;+;+;+	3675	3050	3267	3079	4473	4603	3372
PBANKA_0417400	PbANKA_04_v3	653969	655003	+	1035	7674	7020	7792	3120	3280	3172
PBANKA_0417500	PbANKA_04_v3;PbANKA_04_v3	655862;656496	656170;656582	-;-	396	4439	4257	2923	10245	11704	6882
PBANKA_0417600	PbANKA_04_v3;PbANKA_04_v3	658002;662539	662228;662733	-;-	4422	39562	39225	46043	2404	2191	1850
PBANKA_0417700	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	663999;665453;665991	665177;665573;666052	-;-;-	1362	6486	5151	6139	3279	3580	3798
PBANKA_0417800	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	667839;668002;668243;668458;668652;668851;669408;669618;669835;670016;670253;670442;671013;671229;671392;671690;672070	667872;668136;668310;668559;668714;669315;669521;669732;669897;670115;670346;670885;671020;671280;671529;671797;672309	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2343	5063	5105	4785	2398	3001	2119
PBANKA_0417900	PbANKA_04_v3	673685	677398	-	3714	1461	1251	1280	3041	2395	2224
PBANKA_0418000	PbANKA_04_v3;PbANKA_04_v3	680493;687484	687314;687924	+;+	7263	2028	1891	1451	5057	4598	3240
PBANKA_0418100	PbANKA_04_v3	689050	697380	-	8331	1487	1914	1426	6050	5986	6143
PBANKA_0418200	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	701407;702126;702297;702522;702804;702990;703373	701459;702193;702355;702668;702878;703138;703442	+;+;+;+;+;+;+	621	5380	4627	4579	4256	4537	2766
PBANKA_0418300	PbANKA_04_v3;PbANKA_04_v3	705421;706106	705973;706158	+;+	606	3409	3050	3152	8298	9148	8692
PBANKA_0418400	PbANKA_04_v3	706754	707242	-	489	250	254	240	172	195	87
PBANKA_0418500	PbANKA_04_v3;PbANKA_04_v3	710590;710793	710646;712172	+;+	1437	122	231	57	372	714	199
PBANKA_0300100	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	239;775;2969	664;2847;2995	-;-;-	2526	292	228	228	176	217	118
PBANKA_0300200	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	5045;5219;6211	5116;6085;6225	-;-;-	954	11	24	8	61	53	34
PBANKA_0300300	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	8909;9097;10040	8995;9933;10054	-;-;-	939	165	133	78	866	660	724
PBANKA_0300400	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	12739;12889;13188;13730;13909	12801;13185;13727;13780;13917	-;-;-;-;-	960	2	5	0	46	24	23
PBANKA_0300500	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	15290;15446;15741;16741	15358;15739;16568;16761	-;-;-;-	1212	13	28	8	95	87	55
PBANKA_0300600	PbANKA_03_v3;PbANKA_03_v3	19615;21788	21465;21889	-;-	1953	8246	7306	5857	11286	9205	7350
PBANKA_0300700	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	23740;24062;24247	23919;24144;27367	-;-;-	3384	5769	5067	6109	1776	1630	1491
PBANKA_0300800	PbANKA_03_v3	28242	29867	+	1626	332	324	329	858	676	609
PBANKA_0300900	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	30365;30486;30811;31066	30383;30711;30891;31102	-;-;-;-	363	450	434	439	855	630	737
PBANKA_0301000	PbANKA_03_v3	31915	36786	-	4872	5527	7230	5787	27783	29997	30638
PBANKA_0301100	PbANKA_03_v3	39180	40385	-	1206	5492	5371	4593	2211	2841	2123
PBANKA_0301200	PbANKA_03_v3	41130	41777	+	648	778	750	711	2838	2574	2477
PBANKA_0301300	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	42182;42295;42640;43081	42195;42462;42729;43084	-;-;-;-	276	22641	20014	21190	53387	56196	75498
PBANKA_0301351	PbANKA_03_v3	44671	44742	+	72	2	2	0	26	49	36
PBANKA_0301400	PbANKA_03_v3	45915	47393	+	1479	253	251	230	4164	3645	5434
PBANKA_0301500	PbANKA_03_v3;PbANKA_03_v3	48172;48336	48209;49347	-;-	1050	835	981	760	720	1098	444
